-6.000000 0.000000
-5.990000 0.000000
-5.980000 0.000000
-5.969999 0.000000
-5.959999 0.000000
-5.949999 0.000000
-5.939999 0.000000
-5.929998 0.000000
-5.919998 0.000000
-5.909998 0.000000
-5.899998 0.000000
-5.889997 0.000000
-5.879997 0.000000
-5.869997 0.000000
-5.859997 0.000000
-5.849997 0.000000
-5.839996 0.000000
-5.829996 0.000000
-5.819996 0.000000
-5.809996 0.000000
-5.799995 0.000000
-5.789995 0.000000
-5.779995 0.000000
-5.769995 0.000000
-5.759995 0.000000
-5.749994 0.000000
-5.739994 0.000000
-5.729994 0.000000
-5.719994 0.000000
-5.709993 0.000000
-5.699993 0.000000
-5.689993 0.000000
-5.679993 0.000000
-5.669992 0.000000
-5.659992 0.000000
-5.649992 0.000000
-5.639992 0.000000
-5.629992 0.000000
-5.619991 0.000000
-5.609991 0.000000
-5.599991 0.000000
-5.589991 0.000000
-5.579990 0.000000
-5.569990 0.000000
-5.559990 0.000000
-5.549990 0.000000
-5.539989 0.000000
-5.529989 0.000000
-5.519989 0.000000
-5.509989 0.000000
-5.499989 0.000000
-5.489988 0.000000
-5.479988 0.000000
-5.469988 0.000000
-5.459988 0.000000
-5.449987 0.000000
-5.439987 0.000000
-5.429987 0.000000
-5.419987 0.000000
-5.409986 0.000000
-5.399986 0.000000
-5.389986 0.000000
-5.379986 0.000000
-5.369986 0.000000
-5.359985 0.000000
-5.349985 0.000000
-5.339985 0.000000
-5.329985 0.000000
-5.319984 0.000000
-5.309984 0.000000
-5.299984 0.000000
-5.289984 0.000000
-5.279984 0.000000
-5.269983 0.000000
-5.259983 0.000000
-5.249983 0.000000
-5.239983 0.000000
-5.229982 0.000000
-5.219982 0.000000
-5.209982 0.000000
-5.199982 0.000000
-5.189981 0.000000
-5.179981 0.000000
-5.169981 0.000000
-5.159981 0.000000
-5.149981 0.000000
-5.139980 0.000000
-5.129980 0.000000
-5.119980 0.000000
-5.109980 0.000000
-5.099979 0.000000
-5.089979 0.000000
-5.079979 0.000000
-5.069979 0.000000
-5.059978 0.000000
-5.049978 0.000000
-5.039978 0.000000
-5.029978 0.000000
-5.019978 0.000000
-5.009977 0.000000
-4.999977 0.000000
-4.989977 0.000000
-4.979977 0.000000
-4.969976 0.000000
-4.959976 0.000000
-4.949976 0.000000
-4.939976 0.000000
-4.929976 0.000000
-4.919975 0.000000
-4.909975 0.000000
-4.899975 0.000000
-4.889975 0.000000
-4.879974 0.000000
-4.869974 0.000000
-4.859974 0.000000
-4.849974 0.000000
-4.839973 0.000000
-4.829973 0.000000
-4.819973 0.000000
-4.809973 0.000000
-4.799973 0.000000
-4.789972 0.000000
-4.779972 0.000000
-4.769972 0.000000
-4.759972 0.000000
-4.749971 0.000000
-4.739971 0.000000
-4.729971 0.000000
-4.719971 0.000000
-4.709970 0.000000
-4.699970 0.000000
-4.689970 0.000000
-4.679970 0.000000
-4.669970 0.000000
-4.659969 0.000000
-4.649969 0.000000
-4.639969 0.000000
-4.629969 0.000000
-4.619968 0.000000
-4.609968 0.000000
-4.599968 0.000000
-4.589968 0.000000
-4.579967 0.000000
-4.569967 0.000000
-4.559967 0.000000
-4.549967 0.000000
-4.539967 0.000000
-4.529966 0.000000
-4.519966 0.000000
-4.509966 0.000000
-4.499966 0.000000
-4.489965 0.000000
-4.479965 0.000000
-4.469965 0.000000
-4.459965 0.000000
-4.449965 0.000000
-4.439964 0.000000
-4.429964 0.000000
-4.419964 0.000000
-4.409964 0.000000
-4.399963 0.000000
-4.389963 0.000000
-4.379963 0.000000
-4.369963 0.000000
-4.359962 0.000000
-4.349962 0.000000
-4.339962 0.000000
-4.329962 0.000000
-4.319962 0.000000
-4.309961 0.000000
-4.299961 0.000000
-4.289961 0.000000
-4.279961 0.000000
-4.269960 0.000000
